"Kerncijfers wijken en buurten 2014"
"Onderwerpen";"Regioaanduiding";"Energie";"Energie";"Energie";"Energie";"Energie";"Energie";"Energie";"Energie"
"Onderwerpen";"Codering";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik";"Gemiddeld elektriciteitsverbruik"
"Onderwerpen";"Codering";"Gemiddeld elektriciteitsverbruik totaal";"Naar woningtype";"Naar woningtype";"Naar woningtype";"Naar woningtype";"Naar woningtype";"Naar eigendom";"Naar eigendom"
"Onderwerpen";"Codering";"Gemiddeld elektriciteitsverbruik totaal";"Appartement";"Tussenwoning";"Hoekwoning";"Twee-onder-één-kap-woning";"Vrijstaande woning";"Huurwoning";"Koopwoning"
"Wijken en buurten";"code";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh";"kWh"
"Wezep-Oost";"BU02690101";"3350";".";"3000";"3200";"3800";"3950";"2850";"3600"
"Hattemerbroek";"BU02690102";"3400";"2150";"3050";"3150";"3900";"3650";"2700";"3700"
"Wezep-West";"BU02690103";"3900";"2400";"2650";"2550";"3900";"4550";"2800";"4150"
"Wezep-Noord";"BU02690104";"3500";"2100";"2950";"3250";"3950";"4300";"2700";"3700"
"Verspreide huizen Wezep";"BU02690105";"4450";".";".";".";"3850";"4900";"3750";"4800"
"Verspreide huizen Duivendans";"BU02690106";"4700";".";".";".";".";"4350";"4250";"4700"
"Verspreide huizen Wezepse Heide";"BU02690107";"3750";".";".";".";".";"4150";".";"3800"
"Verspreide huizen polder Hattemerbroek";"BU02690108";"5750";".";".";".";".";"5700";".";"5750"
"Verspreide huizen Hattemerbroekse Heide";"BU02690109";"4600";".";".";".";".";"4600";"3700";"4700"
"Verspreide huizen Heide Hoek";"BU02690110";".";".";".";".";".";".";".";"."
"Wijk 02 Oosterwolde";"WK026902";"3950";".";"3300";"2850";"4050";"4150";"3050";"4150"
"Oosterwolde";"BU02690200";"3600";".";"3050";"2750";"3750";"3950";"2500";"3950"
"Noordeinde";"BU02690201";"4500";".";".";".";"4250";"5000";"2800";"4700"
"Eekt";"BU02690203";"5500";".";".";".";"5600";"5000";".";"5500"
"Verspreide huizen Oosterwolde";"BU02690208";"4150";".";".";".";"4250";"4100";"4600";"4100"
"Verspreide huizen Noordeinde";"BU02690209";"3450";".";".";".";".";".";".";"3500"
"Verspreide huizen Oosterwolde";"BU02690210";"2450";".";".";".";".";".";".";"2550"
"Putten";"GM0273";"3550";"1850";"3100";"3200";"3750";"4450";"2800";"3850"
"Wijk 00 Putten";"WK027300";"3450";"1850";"3050";"3200";"3700";"4400";"2750";"3750"
"Putten-Centrum";"BU02730000";"2400";"2000";"2450";"2000";"3100";"3450";"2050";"2650"
"Putten-Zuid-Oost";"BU02730001";"3150";"1800";"2900";"3050";"3350";"4050";"2700";"3550"
"Putten-Noord";"BU02730002";"3850";"2100";"3050";"3200";"3550";"4550";"3000";"4200"
"Putten-Zuid-West";"BU02730003";"3150";"1650";"3300";"3250";"3750";"3700";"2650";"3600"
"Putten-Stationsstraat industriegebied";"BU02730004";"3450";"1800";"3100";"3600";"4250";"4350";"2700";"3700"
"Verspreide huizen Hell en Diermen";"BU02730005";"4400";".";".";".";"4100";"4500";"4400";"4450"
"Verspr.h. Huinen en Halvinkhuizen";"BU02730006";"5050";".";".";".";"4300";"5150";"4900";"5100"
"Verspreide huizen Gerven";"BU02730007";"4750";".";".";".";"5700";"4450";"4700";"4550"
"Verspr.h. Norden, Bijsteren en Hoef";"BU02730008";"4600";".";"3050";"3950";"4450";"5050";"4200";"4800"
"Verspreide huizen Nulde";"BU02730009";"5100";".";".";".";"5000";"5300";"4100";"5450"
"Wijk 01 Bosgebied en Krachtighuizen";"WK027301";"4700";".";"4100";".";"4800";"4750";"5250";"4650"
"Koudhoorn";"BU02730100";"4600";".";".";".";"5000";"4550";"5550";"4300"
"Verspr.h. Krachtighuizen en omgeving";"BU02730108";"4750";".";"4000";".";"4850";"4800";"5400";"4700"
"Verspreide huizen bosgebied";"BU02730109";"4050";".";".";".";".";"4400";"3900";"4400"
"Renkum";"GM0274";"3100";"2000";"3000";"3050";"3450";"4450";"2350";"3550"
"Wijk 00 Renkum";"WK027400";"3050";"1850";"3000";"3050";"3400";"4200";"2400";"3500"
"Renkum-Zuid";"BU02740000";"3000";"2000";"3050";"3050";"3300";"3950";"2400";"3450"
"Renkum-Noord";"BU02740001";"3200";"2300";"3100";"3150";"3600";"4000";"2650";"3550"
"Heelsum";"BU02740002";"2850";"1500";"2850";"2950";"3450";"4550";"2200";"3450"
"Verspreide huizen Renkumse Heide";"BU02740006";"4550";".";".";".";".";"4850";"3000";"5100"
"Verspreide huizen Keijenbergseweg";"BU02740007";"4100";".";".";".";".";"4350";".";"."
"Wijk 01 Oosterbeek";"WK027401";"3150";"2200";"2800";"2900";"3450";"4500";"2350";"3550"
"Oosterbeek ten zuiden van Utrechtseweg";"BU02740100";"3300";"2200";"2950";"3100";"3500";"4500";"2300";"3650"
"Oosterbeek ten noorden van Utrechtseweg";"BU02740101";"3050";"2150";"2700";"2750";"3400";"4450";"2350";"3400"
"Verspreide huizen Dreijen";"BU02740106";"5150";".";".";".";".";"5050";".";"5300"
"Verspreide huizen De Bilderberg";"BU02740107";".";".";".";".";".";".";".";"."
"Verspreide huizen De Oorsprong";"BU02740108";".";".";".";".";".";".";".";"."
"Verspreide huizen Rosandepolder";"BU02740109";"4400";".";".";".";".";".";".";"4500"
"Wijk 02 Doorwerth";"WK027402";"3050";"2000";"3200";"3150";"3650";"4850";"2300";"3550"
"Heveadorp";"BU02740200";"3550";".";"3150";"3000";"3650";"5150";"3200";"3650"
"Wolfheze";"BU02740201";"3650";".";"3250";"3200";"3600";"4250";"2850";"4000"
"Doorwerth";"BU02740202";"2550";"2000";"3200";"3150";"3500";"5050";"2100";"3000"
"Kievitsdel";"BU02740203";"4800";".";"4400";"3500";"4300";"5050";"4600";"4800"
"Verspreide huizen Reyerscamp";"BU02740204";"4950";".";".";".";".";"4950";"4450";"5000"
"Verspreide huizen hotel Wolfheze";"BU02740205";".";".";".";".";".";".";".";"."
"Verspreide huizen Buunderkamp";"BU02740207";"4450";".";".";".";".";"5100";".";"4650"
"Verspreide huizen Doorwerthse bossen";"BU02740208";"5500";".";".";".";"5200";"5550";"4000";"5850"
"Verspreide huizen Doorwerthse waarden";"BU02740209";".";".";".";".";".";".";".";"."
"Rheden";"GM0275";"2900";"2000";"2900";"3000";"3350";"4250";"2350";"3450"
"Wijk 00 Dieren";"WK027500";"2950";"2000";"2900";"3050";"3250";"4050";"2350";"3400"
"Dieren-Zuid beneden spoorlijn";"BU02750000";"3100";"2250";"3200";"3450";"3250";"4650";"2350";"3500"
"Dieren-Noord boven spoorlijn";"BU02750001";"2800";"1850";"2950";"3050";"2900";"3700";"2350";"3250"
"Dieren-West boven spoorlijn";"BU02750002";"2750";"1650";"2750";"2850";"3300";"3700";"2250";"3300"
"Spankeren";"BU02750003";"3350";".";"2550";"2950";"3550";"4300";"2600";"3750"
"Ellecom";"BU02750004";"3650";"2900";"2950";"3150";"3800";"4150";"2300";"3900"
"Laag-Soeren";"BU02750005";"3200";"2250";"2900";"3000";"3600";"3900";"2600";"3550"
"Verspreide huizen bosgebied Laag Soeren";"BU02750007";"4350";"4600";".";".";".";"4100";".";"4650"
"Verspreide huizen Spankeren";"BU02750008";"3900";".";".";".";".";"3500";".";"4100"
"Verspr.h. Fraterwaard en Beimerwaard";"BU02750009";"3350";"2750";".";".";".";".";".";"3400"
"Verspreide huizen bosgebied Ellecom";"BU02750010";".";".";".";".";".";".";".";"."
"Verspreide huizen bosgebied Dieren";"BU02750011";".";".";".";".";".";".";".";"."
"Wijk 01 Rheden";"WK027501";"3000";"2050";"2800";"2950";"3300";"4200";"2350";"3550"
"Rheden";"BU02750100";"2900";"2000";"2750";"2900";"3300";"4100";"2300";"3450"
"Rheden-West ten W. v. Oranjeweg en Haver";"BU02750101";"3550";".";".";".";"4000";".";".";"3750"
"Verspreide huizen Rheden";"BU02750102";"3750";"1600";".";".";"3350";"4300";"2800";"4200"
"De Steeg";"BU02750103";"3400";"2650";"3300";"3300";"3200";"4350";"2650";"3950"
"Verspreide huizen bosgebied De Steeg";"BU02750106";".";".";".";".";".";".";".";"."
"Verspreide huizen bosgebied Rheden";"BU02750107";".";".";".";".";".";".";".";"."
"Verspr.h. Havikerwaard en Middachten";"BU02750108";"4150";".";".";".";".";"4250";"3900";"."
"Wijk 02 Velp";"WK027502";"2900";"2000";"2950";"3050";"3400";"4550";"2400";"3400"
"Velp-Noord boven spoorlijn";"BU02750200";"3250";"2000";"3600";"3550";"3700";"4750";"2500";"3500"
"Velp-Zuid beneden spoorlijn";"BU02750201";"2750";"2050";"2700";"2850";"3100";"3850";"2400";"3300"
"Velp-Zuid ten zuiden van Waterstraat";"BU02750202";"2400";"1900";"3150";"3150";"3450";"3950";"2150";"3250"
"Verspreide huizen Velp-Noordoost";"BU02750208";".";".";".";".";".";".";".";"."
"Verspreide huizen Velp-Zuidoost";"BU02750209";"3700";".";"3750";".";".";".";".";"3750"
"Rozendaal";"GM0277";"4250";".";"3400";"3800";"3850";"5300";"3100";"4350"
"Wijk 00";"WK027700";"4250";".";"3400";"3800";"3850";"5300";"3100";"4350"
"Rozendaal";"BU02770000";"4250";".";"3400";"3800";"3850";"5350";"3050";"4350"
"Verspreide huizen Imbosch en Terlet";"BU02770009";"3550";".";".";".";".";"3550";".";"."
"Scherpenzeel";"GM0279";"3350";"2050";"3300";"3450";"3800";"4250";"2750";"3750"
"Wijk 00";"WK027900";"3350";"2050";"3300";"3450";"3800";"4250";"2750";"3750"
"Scherpenzeel";"BU02790000";"3350";"2050";"3300";"3450";"3800";"4200";"2700";"3750"
"Verspr.h. ten zuiden van Scherpenzeel";"BU02790008";"5200";".";".";".";".";"5500";"4800";"5550"
"Verspr.h. ten noorden van Scherpenzeel";"BU02790009";"3700";".";"2550";"2600";"3750";"4400";"3800";"3600"
"Tiel";"GM0281";"3200";"2150";"3300";"3400";"3950";"4650";"2650";"3750"
"Wijk 00 Tiel kern";"WK028100";"2800";"2100";"3100";"3150";"3500";"4200";"2450";"3350"
"Binnenstad";"BU02810000";"2250";"2050";"3150";"3300";"4500";".";"2050";"2500"
"Sterrebos";"BU02810001";"2700";"2000";"2750";"2850";"2950";"4050";"2200";"3100"
"Hertogenwijk";"BU02810002";"2400";"2150";"2600";"2700";"4000";"3900";"2350";"3000"
"Burgemeestersbuurt";"BU02810003";"3100";"2050";"3000";"3300";"3650";"3750";"2350";"3650"
"Stationsbuurt";"BU02810004";"3100";"1850";"3200";"3550";"3400";"3950";"2350";"3350"
"Sandwijk";"BU02810005";"2750";"1700";"3150";"3050";"3200";"4000";"2200";"3300"
"Lok";"BU02810006";"2650";"1850";"2700";"2800";"3250";"4000";"2450";"3300"
"Ooij";"BU02810007";"3050";"1950";"3000";"3250";"3600";"4850";"2750";"3600"
"Ridderweide en Tiel-West";"BU02810008";"2600";"2150";"3200";"3400";"3400";"4150";"2550";"3200"
"Latenstein";"BU02810009";"3450";"2650";"3800";"3900";"3650";"4650";"2600";"3700"
"Wijk 01 Tiel overig gebied";"WK028101";"3650";"2250";"3450";"3600";"4150";"4850";"2950";"4050"
"Elzenpas";"BU02810100";"3650";"2100";"3400";"3500";"3800";"4750";"3050";"4000"
"Westroijen";"BU02810101";"3300";"2150";"3300";"3400";".";".";"3050";"3750"
"Uitbreiding ten Z. v. kanaal Passewaaij-";"BU02810102";"4050";"2850";"3700";"3800";"4400";"4950";"3250";"4200"
"Rauwenhof";"BU02810103";"3100";"2200";"3050";"3100";"3800";"4600";"2550";"3900"
"Drumpt";"BU02810104";"3750";"2250";"3200";"3600";"4000";"5250";"3050";"4150"
"Zennewijnen";"BU02810105";"4600";".";".";".";".";"4350";".";"5100"
"Passewaay-Zuid";"BU02810106";"3800";"2300";"3750";"4150";"4850";"4850";"3200";"4000"
"Verspreide huizen Passewaaij";"BU02810107";"4500";".";"3200";".";".";"5000";"3400";"4800"
"Veluwe";"BU02810108";"4250";".";".";".";"3150";"4700";"2400";"4450"
"Industrieterrein Kellen";"BU02810109";".";".";".";".";".";".";".";"."
"Wijk 02 Wadenoijen en omgeving";"WK028102";"4000";".";"3250";"3050";"3650";"4500";"3300";"4250"
"Wadenoijen";"BU02810200";"3600";".";"3250";"3050";"3500";"4550";"3050";"4000"
"Kapel-Avezaath";"BU02810201";"3650";".";"3100";"2850";"3450";"4150";"2950";"4000"
"Industrieterrein Medel";"BU02810202";"5550";".";".";".";".";".";".";"."
"Verspreide huizen Bergakker";"BU02810208";"4800";".";".";".";"3800";"4750";"4900";"4700"
"Verspreide huizen Wadenoijen";"BU02810209";"4650";".";".";".";"5350";"4550";"5150";"4550"
"Ubbergen";"GM0282";"3200";"2350";"2900";"3000";"3550";"4400";"2500";"3600"
"Wijk 00";"WK028200";"3200";"2350";"2900";"3000";"3550";"4400";"2500";"3600"
"Ubbergen";"BU02820000";"3100";"2050";"3550";"2950";"3700";"4900";"2950";"3750"
"Beek";"BU02820001";"3150";"2250";"2950";"2900";"3550";"4600";"2550";"3550"
"Berg en Dal (gedeeltelijk)";"BU02820002";"3000";"2600";".";".";".";"5250";"2200";"3150"
"Ooij";"BU02820003";"3200";"2000";"2850";"3050";"3650";"4300";"2500";"3700"
"Leuth";"BU02820004";"3150";"1850";"2800";"3100";"3600";"3700";"2400";"3600"
"Kekerdom";"BU02820005";"3250";"2100";"2500";"2850";"3550";"3800";"2450";"3700"
"Verspreide huizen Beek";"BU02820006";"3350";".";".";".";"3200";".";".";"3450"
"Verspreide huizen Leuth";"BU02820007";"4650";".";".";".";".";"5200";".";"4500"
"Verspreide huizen Kekerdom";"BU02820008";"3550";".";".";".";".";"3100";".";"3550"
"Verspr.h. Ooij, Persingen, Erlecom";"BU02820009";"3950";".";"2950";"3500";"3200";"5000";"5750";"3900"
"Voorst";"GM0285";"3500";"2050";"2850";"3000";"3750";"4400";"2650";"3950"
"Wijk 00 Voorst";"WK028500";"3550";"1900";"2900";"2850";"3600";"4450";"3100";"4150"
"Voorst";"BU02850000";"3300";"1750";"2800";"2850";"3600";"3950";"2700";"3800"
"Bussloo";"BU02850001";"4150";".";".";".";"3100";"4800";"3250";"4400"
"Gietelo";"BU02850002";"2750";".";".";".";"2900";"4550";"2400";"4400"
"Verspreide huizen Voorst en Wilpse Klei";"BU02850005";"4250";".";"2450";"2750";"3650";"5200";"4100";"4450"
"Verspreide huizen Gietelo-Bussloo";"BU02850006";"4400";".";".";".";".";"4550";"4400";"4350"
"Verspr.h. langs de IJssel Voorster Klei";"BU02850007";"3750";".";".";".";".";"3350";"2450";"4450"
"Verspreide huizen Appensche Veld";"BU02850008";"3800";".";".";".";".";"3550";"4200";"."
"Verspr.h. akkerbouwgebied Noord-Empe";"BU02850009";"5250";".";".";".";"4500";"5650";"6150";"5250"
"Wijk 01 Twello-Nijbroek";"WK028501";"3400";"2050";"2850";"3000";"3700";"4300";"2550";"3800"
"Twello-Midden";"BU02850100";"2950";"2000";"2600";"2800";"3550";"3950";"2350";"3400"
"Twello-Zuid";"BU02850101";"3450";"1700";"3100";"3300";"3850";"4500";"2600";"3800"
"Twello-Noord";"BU02850102";"3500";"2350";"2450";"2900";"3700";"4250";"2650";"3950"
"Terwolde";"BU02850103";"3550";"2350";"3000";"2950";"3500";"4300";"2600";"3950"
"Nijbroek";"BU02850104";"3450";".";".";"3250";"4050";"3250";"2300";"3700"
"Verspreide huizen Twello-Zuid";"BU02850105";"4100";"2350";"3600";"3050";"4100";"4600";"3300";"4350"
"Steenenkamer";"BU02850106";"3650";".";"2850";"3850";"3050";"3850";"3100";"3700"
"Verspreide huizen Twello-Noord";"BU02850107";"4750";".";".";".";"4100";"4900";"4800";"4900"
"Verspreide huizen Nijbroek";"BU02850108";"4650";".";"3050";".";"4900";"4650";"3150";"4800"
"Verspr.h. op de oeverwal Terwolde";"BU02850109";"4150";".";"3100";".";"3950";"4400";"3750";"4200"
"Wijk 02 Klarenbeek-Teuge";"WK028502";"4300";"5750";"3100";"2950";"4300";"4600";"3250";"4500"
"Klarenbeek (gedeeltelijk)";"BU02850200";"3550";".";"3000";"3200";"3500";"4000";"2650";"3900"
"Teuge";"BU02850201";"3900";".";"3350";"2250";"3950";"4350";"2650";"4500"
"Wilp-Achterhoek";"BU02850202";"4300";".";".";".";"3700";"4700";".";"4500"
"De Vecht";"BU02850203";"3650";".";"2400";".";"4400";"3800";"2150";"4000"
"Verspr.h. De Vecht, De Pol en omgeving";"BU02850205";"5200";".";".";".";"6450";"4850";".";"4700"
"Verspreide huizen Teuge";"BU02850206";"5250";".";".";".";"5350";"5150";"4850";"5250"
"Verspreide huizen Wilp-Achterhoek";"BU02850207";"5550";".";".";".";"6700";"5050";"5200";"5300"
"Verspreide huizen Klarenbeek-Noord";"BU02850208";"4900";".";".";".";"5550";"4550";"4050";"4900"
"Verspreide huizen Klarenbeek-Zuid";"BU02850209";"4700";".";".";".";"4300";"5050";"4450";"4850"
"Wijk 03 Wilp";"WK028503";"3800";"1900";"2800";"3050";"3800";"4450";"2800";"4300"
"Wilp";"BU02850300";"3450";"1900";"2700";"3050";"3650";"4250";"2600";"4150"
"Posterenk";"BU02850301";"4000";".";".";".";"4000";"4050";"3600";"4050"
"Verspreide huizen Wilp en Posterenk";"BU02850308";"4850";".";".";".";"4250";"5100";"4400";"4950"
"Verspreide huizen op de Wilpse Klei";"BU02850309";"5600";".";".";".";".";"5650";".";"6100"
"Wageningen";"GM0289";"2700";"2150";"2950";"3000";"3300";"4250";"2350";"3150"
"Wijk 00 Stedelijk gebied";"WK028900";"2500";"2150";"2850";"2950";"3250";"3950";"2350";"3000"
"Oude Stad Binnenstad";"BU02890000";"2700";"2600";"3000";"3100";"3900";"3750";"2800";"2650"
"Buitenwijk Wageningen-Noord";"BU02890001";"2400";"2050";"2650";"2800";"3150";"3500";"2350";"2800"
"Buitenwijk Wageningen-Oost";"BU02890002";"2900";"2050";"3100";"3000";"3550";"4150";"2150";"3200"
"Buitenwijk Wageningen-West";"BU02890003";"2550";"2500";"3000";"3550";"3900";"4900";"2700";"2500"
"Buitenwijk Wageningen-Noordwest";"BU02890004";"2400";"2050";"2950";"3200";"3450";"3950";"2300";"3050"
"Buitenwijk Tarthorst-Roghorst-Haverlande";"BU02890005";"2150";"1850";"2700";"2800";"2350";".";"2000";"3100"
"Buitenwijk Wageningen-Noordoost";"BU02890006";"2300";"1900";"2350";"2550";"2900";"3350";"2150";"2600"
"Uitbreidingsplan-Noordwest";"BU02890007";"3250";"2400";"3200";"3400";"3550";"4150";"2600";"3400"
"Wijk 01 Landelijk gebied";"WK028901";"4200";"2050";"4050";"4300";"3950";"4550";"3800";"4300"
"Wageningen Hoog";"BU02890100";"4450";".";"4300";"4400";"4000";"4500";"3900";"4500"
"Verspr.h. Hogesteeg, De Keyzer e.o.";"BU02890105";"4350";".";".";".";"4000";"4450";"4850";"4350"
"Verspreide huizen vroegere Nude-gebied";"BU02890106";"4000";".";".";"3500";"3800";"4550";"3200";"4250"
"Verspreide huizen Het Binnenveld";"BU02890107";"4150";"1900";"4150";"4650";"4650";"4950";"4150";"4050"
"Verspr.h. Wageningse Berg, De Eng e.o.";"BU02890108";"3800";".";".";".";"2600";"5000";"2750";"4700"
"Verspreide huizen Uiterwaarden";"BU02890109";"3650";".";"2250";".";".";"3150";".";"3300"
"Westervoort";"GM0293";"3250";"1800";"3150";"3250";"3800";"4300";"2600";"3700"
"Wijk 00";"WK029300";"3250";"1800";"3150";"3250";"3800";"4300";"2600";"3700"
"Westervoort";"BU02930000";"3400";"1850";"3250";"3200";"3650";"4150";"2600";"3700"
"Westervoort-Broeklanden";"BU02930001";"3050";"1950";"3250";"3150";".";".";"2500";"3650"
"Westervoort-Lange Maat en Hoogeind";"BU02930002";"3100";"1800";"3050";"3200";"4050";"4350";"2700";"3550"
"De Leigraaf-De Steenderens";"BU02930003";"3400";"1700";"3150";"3500";"3700";"4950";"2700";"3700"
"De Ganzepoel-Schans";"BU02930004";"3000";"1750";"3000";"3300";"4050";"4650";"2400";"3700"
"Verspreide huizen Westervoort";"BU02930009";"5350";".";".";".";".";"5150";".";"5400"
"Winterswijk";"GM0294";"3250";"2200";"3000";"3050";"3750";"4150";"2600";"3550"
"Wijk 00 Stad";"WK029400";"3050";"2200";"3000";"3050";"3550";"3900";"2450";"3350"
"Centrale deel";"BU02940000";"2700";"2150";"2950";"3250";"3350";"3800";"2100";"3350"
"Winterswijk-Zuidwest";"BU02940001";"3100";"2700";"2900";"2950";"3600";"3600";"2600";"3400"
"Winterswijk-Noordwest";"BU02940002";"3400";"1550";"3100";"3150";"3650";"4000";"2500";"3550"
"Winterswijk-Noordoost";"BU02940003";"3000";"2100";"2900";"3050";"3650";"3950";"2550";"3250"
"Winterswijk-Zuidoost";"BU02940004";"3100";"2400";"3000";"2950";"3400";"4100";"2650";"3350"
"Wijk 01 Land";"WK029401";"4400";".";"3900";"3250";"4350";"4550";"4200";"4450"
"Meddo";"BU02940100";"3350";".";"3150";"2650";"3300";"3650";"3100";"3400"
"Kotten";"BU02940101";"4150";".";".";".";"3850";"4250";"4250";"4100"
"Miste";"BU02940102";"3900";".";".";".";"4250";"3300";".";"3900"
"Verspr.h. Brinkheurne en omgeving";"BU02940103";"4500";".";"4050";".";"4750";"4500";"3950";"4650"
"Verspreide huizen Meddo";"BU02940104";"4550";".";".";".";"4850";"4300";"4200";"4550"
"Verspr.h. ten noorden van Winterswijk";"BU02940105";"4850";".";".";".";"5050";"4600";"4500";"4900"
"Verspreide huizen Ratum, Henxel, Huppel";"BU02940106";"4550";".";"2700";"3050";"4650";"4800";"4550";"4650"
"Verspreide huizen Kotten";"BU02940107";"5100";".";".";".";"4700";"5400";"4950";"5200"
"Woold";"BU02940108";"4550";".";".";".";".";"4550";".";"4550"
"Verspreide huizen Miste";"BU02940109";"4000";".";".";".";"4100";"4000";"3950";"4050"
"Verspreide huizen Corle en omgeving";"BU02940120";"4400";".";"3700";"3500";"4500";"4450";"4000";"4550"
"Verspreide huizen Woold";"BU02940121";"4600";".";"5450";".";"4450";"4700";"4400";"4750"
"Wijchen";"GM0296";"3400";"2250";"3250";"3400";"3850";"4550";"2650";"3800"
"Wijk 00 Wijchen buitengebied";"WK029600";"4400";".";".";".";"4350";"5000";"5050";"4550"
"Verspreide huizen wezel";"BU02960000";"4900";".";".";".";"4300";"5000";".";"4800"
"Verspreide huizen Vormer";"BU02960001";"4000";".";".";".";"4100";".";".";"3900"
"Verspreide huizen Bankhoef";"BU02960002";".";".";".";".";".";".";".";"."
"Wijk 01 Wijchen kern";"WK029601";"3350";"2250";"3250";"3450";"3850";"4550";"2650";"3700"
"Saltshof";"BU02960100";"3850";".";"3250";"3800";"4200";"5050";"2700";"3900"
"Bedrijventerrein Bijsterhuizen";"BU02960101";".";".";".";".";".";".";".";"."
"Woezik";"BU02960102";"3900";".";"3250";"3800";"3550";"4450";"3050";"4100"
"Veenhof";"BU02960103";"3250";"1650";"3350";"3100";"3400";"4450";"2250";"3650"
"Verspreide huizen Woezik";"BU02960104";"4800";".";".";".";"3250";"5650";"3950";"4900"
"Lambrasse";"BU02960105";"2600";"2150";"2800";"2400";".";".";"3200";"2550"
"Kraaijenberg";"BU02960106";"3400";"1750";"3400";"3350";"4300";".";"2700";"3750"
"Heilige Stoel";"BU02960107";"3200";"1800";"3000";"3350";"3950";"4900";"2750";"3700"
"Homberg";"BU02960108";"2900";"1950";"3000";"3100";"3700";"4550";"2700";"3550"
"Wijchen Noord";"BU02960109";"3000";"2150";"3100";"3350";"3650";"3600";"2500";"3550"
"Hofsedam";"BU02960110";"4200";"2400";"3650";"4550";"4700";"5850";"2400";"4950"
"Bedrijventerrein Zesweg";"BU02960111";"5650";".";".";".";"5400";"5700";".";"5550"
"Blauwe Hof";"BU02960112";"4200";".";"3700";"4300";"4250";"4500";"3850";"4200"
"Aalsburg";"BU02960113";"3600";".";"3550";"3500";"3600";"4350";"3650";"3600"
"Centrum";"BU02960114";"2750";"2500";"3250";"3100";"4400";"4550";"2300";"3150"
"De Uilenboom";"BU02960115";"3500";"2350";"3500";"3000";"3500";"3800";"3000";"3700"
"Valendries";"BU02960116";"3400";"2100";"3100";"3400";"3450";"4650";"2750";"4150"
"Bedrijventerrein Nieuwenweg";"BU02960117";"4850";".";".";".";"4300";"4950";"4850";"4750"
"Verspreide huizen Valendries";"BU02960118";"4500";".";".";".";"3900";"4750";".";"4100"
"Zevendreef";"BU02960119";"3950";".";"3700";"3550";"3600";"4450";"4350";"3850"
"Zesakkers";"BU02960120";"3700";".";"3450";"3900";"4550";"3700";"3900";"3500"
"De Grippen";"BU02960121";"4950";".";".";".";".";"4950";".";"4950"
"De Weertjes";"BU02960122";"3950";".";"3350";"4000";".";"4700";"4050";"3950"
"Diepvoorde";"BU02960123";"2800";"2400";"3000";"3150";"3800";"4800";"2500";"3300"
"Huissteden-Zuiderpoort";"BU02960124";"2550";"2450";"3050";"2350";".";".";"2550";"."
"Hoogmeer";"BU02960125";"3000";"1750";"3300";"3450";"3700";".";"2300";"3500"
"De Ververt";"BU02960126";"2900";"2500";"3600";"3150";".";".";"2700";"3050"
"Sluiskamp";"BU02960127";"3400";".";"3150";"3850";"3350";"3150";"2500";"3550"
